state,city,station,mean_avg,mean_spread,anomaly_rate,n_readings,persistence,spis,risk_band
Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",12.857142857142858,17.428571428571427,0.0,7,2.0794415416798357,18.360343021061563,Low
Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",19.5,14.333333333333334,0.0,6,1.9459101490553132,17.94764004274775,Low
Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",27.75,28.25,0.0,4,1.6094379124341003,17.74770860980731,Low
Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",30.0,6.6,0.0,5,1.791759469228055,17.56581287890346,Low
TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",19.8,24.2,0.0,5,1.791759469228055,17.54265282598689,Low
Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",13.0,9.571428571428571,0.0,7,2.0794415416798357,17.435548559581456,Low
TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",21.4,20.2,0.0,5,1.791759469228055,17.39565177794352,Low
Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",17.833333333333332,10.333333333333334,0.0,6,1.9459101490553132,17.108059489407694,Low
Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",49.5,28.5,0.0,2,1.0986122886681098,16.862163056948244,Low
Delhi,Delhi,"North Campus, DU, Delhi - IMD",33.666666666666664,29.333333333333332,0.0,3,1.3862943611198906,16.71935043638188,Low
Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",36.75,3.25,0.0,4,1.6094379124341003,16.616937925261745,Low
Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",9.857142857142858,7.571428571428571,0.0,7,2.0794415416798357,16.526106591848908,Low
Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",21.6,10.4,0.0,5,1.791759469228055,16.246806630736142,Low
TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",18.6,15.4,0.0,5,1.791759469228055,16.21854380651586,Low
TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",14.333333333333334,8.666666666666666,0.0,6,1.9459101490553132,16.16341682657923,Low
